"","County","County.Code","Delivery.Method","Delivery.Method.Code","Births","Longitude","Latitude"
"1","Baldwin County AL",1003,"Vaginal",1,1505,-87.7763333,30.6010744
"2","Baldwin County AL",1003,"Cesarean",2,622,-87.7763333,30.6010744
"3","Baldwin County AL",1003,"Not Stated",9,33,-87.7763333,30.6010744
"4","Calhoun County AL",1015,"Vaginal",1,925,-85.80766,33.7701576
"5","Calhoun County AL",1015,"Cesarean",2,417,-85.80766,33.7701576
"6","Etowah County AL",1055,"Vaginal",1,790,-86.0529604,34.0455341
"7","Etowah County AL",1055,"Cesarean",2,363,-86.0529604,34.0455341
"8","Etowah County AL",1055,"Not Stated",9,29,-86.0529604,34.0455341
"9","Jefferson County AL",1073,"Vaginal",1,5492,-86.9824288,33.4914122
"10","Jefferson County AL",1073,"Cesarean",2,3118,-86.9824288,33.4914122
"11","Jefferson County AL",1073,"Not Stated",9,30,-86.9824288,33.4914122
"12","Lee County AL",1081,"Vaginal",1,1306,-85.3962769,32.5888702
"13","Lee County AL",1081,"Cesarean",2,548,-85.3962769,32.5888702
"14","Madison County AL",1089,"Vaginal",1,2580,-86.4996546,34.7239731
"15","Madison County AL",1089,"Cesarean",2,1522,-86.4996546,34.7239731
"16","Mobile County AL",1097,"Vaginal",1,3427,-88.2461183,30.6082227
"17","Mobile County AL",1097,"Cesarean",2,2096,-88.2461183,30.6082227
"18","Mobile County AL",1097,"Not Stated",9,55,-88.2461183,30.6082227
"19","Montgomery County AL",1101,"Vaginal",1,2021,-86.1751759,32.2077447
"20","Montgomery County AL",1101,"Cesarean",2,1092,-86.1751759,32.2077447
"21","Montgomery County AL",1101,"Not Stated",9,53,-86.1751759,32.2077447
"22","Morgan County AL",1103,"Vaginal",1,920,-86.8621827,34.4240875
"23","Morgan County AL",1103,"Cesarean",2,488,-86.8621827,34.4240875
"24","Shelby County AL",1117,"Vaginal",1,1477,-86.6611083,33.3039292
"25","Shelby County AL",1117,"Cesarean",2,845,-86.6611083,33.3039292
"26","Tuscaloosa County AL",1125,"Vaginal",1,1551,-87.460397,33.3227653
"27","Tuscaloosa County AL",1125,"Cesarean",2,862,-87.460397,33.3227653
"31","Anchorage Borough AK",2020,"Vaginal",1,3432,-149.9002778,61.2180556
"32","Anchorage Borough AK",2020,"Cesarean",2,1344,-149.9002778,61.2180556
"35","Cochise County AZ",4003,"Vaginal",1,1167,-109.949686,31.828458
"36","Cochise County AZ",4003,"Cesarean",2,423,-109.949686,31.828458
"37","Cochise County AZ",4003,"Not Stated",9,28,-109.949686,31.828458
"38","Coconino County AZ",4005,"Vaginal",1,1300,-111.4752851,35.6647545
"39","Coconino County AZ",4005,"Cesarean",2,341,-111.4752851,35.6647545
"40","Maricopa County AZ",4013,"Vaginal",1,38610,-112.4291464,33.2917968
"41","Maricopa County AZ",4013,"Cesarean",2,15155,-112.4291464,33.2917968
"42","Maricopa County AZ",4013,"Not Stated",9,250,-112.4291464,33.2917968
"43","Mohave County AZ",4015,"Vaginal",1,1341,-113.7632828,35.2143346
"44","Mohave County AZ",4015,"Cesarean",2,510,-113.7632828,35.2143346
"45","Mohave County AZ",4015,"Not Stated",9,33,-113.7632828,35.2143346
"46","Pima County AZ",4019,"Vaginal",1,8937,-111.6660725,32.057499
"47","Pima County AZ",4019,"Cesarean",2,2992,-111.6660725,32.057499
"48","Pima County AZ",4019,"Not Stated",9,65,-111.6660725,32.057499
"49","Pinal County AZ",4021,"Vaginal",1,3176,-111.2845025,32.8162061
"50","Pinal County AZ",4021,"Cesarean",2,1371,-111.2845025,32.8162061
"51","Pinal County AZ",4021,"Not Stated",9,28,-111.2845025,32.8162061
"52","Yavapai County AZ",4025,"Vaginal",1,1275,-112.4291464,34.6463981
"53","Yavapai County AZ",4025,"Cesarean",2,542,-112.4291464,34.6463981
"54","Yuma County AZ",4027,"Vaginal",1,2259,-113.9536466,32.6527533
"55","Yuma County AZ",4027,"Cesarean",2,864,-113.9536466,32.6527533
"56","Yuma County AZ",4027,"Not Stated",9,18,-113.9536466,32.6527533
"57","Unidentified Counties AZ",4999,"Vaginal",1,3734,-111.0937311,34.0489281
"58","Unidentified Counties AZ",4999,"Cesarean",2,1149,-111.0937311,34.0489281
"59","Unidentified Counties AZ",4999,"Not Stated",9,17,-111.0937311,34.0489281
"60","Benton County AR",5007,"Vaginal",1,2193,-94.479976,36.2661518
"61","Benton County AR",5007,"Cesarean",2,1034,-94.479976,36.2661518
"62","Benton County AR",5007,"Not Stated",9,11,-94.479976,36.2661518
"63","Pulaski County AR",5119,"Vaginal",1,3676,-92.2236667,34.7538615
"64","Pulaski County AR",5119,"Cesarean",2,1820,-92.2236667,34.7538615
"65","Pulaski County AR",5119,"Not Stated",9,25,-92.2236667,34.7538615
"66","Sebastian County AR",5131,"Vaginal",1,1013,-94.315422,35.2260397
"67","Sebastian County AR",5131,"Cesarean",2,612,-94.315422,35.2260397
"68","Washington County AR",5143,"Vaginal",1,2238,-94.1513764,35.9307703
"69","Washington County AR",5143,"Cesarean",2,1001,-94.1513764,35.9307703
"70","Washington County AR",5143,"Not Stated",9,20,-94.1513764,35.9307703
"71","Unidentified Counties AR",5999,"Vaginal",1,15559,-91.8318334,35.20105
"72","Unidentified Counties AR",5999,"Cesarean",2,8491,-91.8318334,35.20105
"73","Unidentified Counties AR",5999,"Not Stated",9,137,-91.8318334,35.20105
"74","Alameda County CA",6001,"Vaginal",1,13527,-121.7195459,37.6016892
"75","Alameda County CA",6001,"Cesarean",2,5730,-121.7195459,37.6016892
"76","Butte County CA",6007,"Vaginal",1,1712,-121.5370003,39.6253952
"77","Butte County CA",6007,"Cesarean",2,703,-121.5370003,39.6253952
"78","Contra Costa County CA",6013,"Vaginal",1,8747,-121.9017954,37.8534093
"79","Contra Costa County CA",6013,"Cesarean",2,3407,-121.9017954,37.8534093
"80","El Dorado County CA",6017,"Vaginal",1,1100,-120.4357631,38.7426376
"81","El Dorado County CA",6017,"Cesarean",2,434,-120.4357631,38.7426376
"82","Fresno County CA",6019,"Vaginal",1,10286,-119.2320784,36.9858984
"83","Fresno County CA",6019,"Cesarean",2,5451,-119.2320784,36.9858984
"84","Humboldt County CA",6023,"Vaginal",1,1152,-123.8695086,40.7450055
"85","Humboldt County CA",6023,"Cesarean",2,379,-123.8695086,40.7450055
"86","Imperial County CA",6025,"Vaginal",1,1894,-115.4733554,33.0113694
"87","Imperial County CA",6025,"Cesarean",2,1200,-115.4733554,33.0113694
"88","Kern County CA",6029,"Vaginal",1,10222,-118.8596804,35.4937274
"89","Kern County CA",6029,"Cesarean",2,3927,-118.8596804,35.4937274
"90","Kings County CA",6031,"Vaginal",1,1474,-119.8815203,36.0988489
"91","Kings County CA",6031,"Cesarean",2,920,-119.8815203,36.0988489
"92","Los Angeles County CA",6037,"Vaginal",1,80735,-118.2436596,34.0522265
"93","Los Angeles County CA",6037,"Cesarean",2,47861,-118.2436596,34.0522265
"94","Madera County CA",6039,"Vaginal",1,1510,-119.6962677,37.251926
"95","Madera County CA",6039,"Cesarean",2,805,-119.6962677,37.251926
"96","Marin County CA",6041,"Vaginal",1,1696,-122.7633036,38.083403
"97","Marin County CA",6041,"Cesarean",2,625,-122.7633036,38.083403
"98","Merced County CA",6047,"Vaginal",1,2670,-120.7120023,37.2009788
"99","Merced County CA",6047,"Cesarean",2,1492,-120.7120023,37.2009788
"100","Monterey County CA",6053,"Vaginal",1,4663,-121.3541631,36.3136201
"101","Monterey County CA",6053,"Cesarean",2,1884,-121.3541631,36.3136201
"102","Napa County CA",6055,"Vaginal",1,1045,-122.2653887,38.5024689
"103","Napa County CA",6055,"Cesarean",2,405,-122.2653887,38.5024689
"104","Orange County CA",6059,"Vaginal",1,24284,-117.8311428,33.7174708
"105","Orange County CA",6059,"Cesarean",2,12997,-117.8311428,33.7174708
"106","Placer County CA",6061,"Vaginal",1,2683,-120.8039474,39.0915751
"107","Placer County CA",6061,"Cesarean",2,1005,-120.8039474,39.0915751
"108","Riverside County CA",6065,"Vaginal",1,19986,-117.3961192,33.9532966
"109","Riverside County CA",6065,"Cesarean",2,9955,-117.3961192,33.9532966
"110","Sacramento County CA",6067,"Vaginal",1,13864,-121.3541631,38.47467
"111","Sacramento County CA",6067,"Cesarean",2,5507,-121.3541631,38.47467
"112","San Bernardino County CA",6071,"Vaginal",1,20079,-116.419389,34.9592083
"113","San Bernardino County CA",6071,"Cesarean",2,10167,-116.419389,34.9592083
"114","San Diego County CA",6073,"Vaginal",1,28851,-117.1610966,32.7157305
"115","San Diego County CA",6073,"Cesarean",2,14808,-117.1610966,32.7157305
"116","San Francisco County CA",6075,"Vaginal",1,6457,-122.4193878,37.7749073
"117","San Francisco County CA",6075,"Cesarean",2,2357,-122.4193878,37.7749073
"118","San Joaquin County CA",6077,"Vaginal",1,6642,-121.1710389,37.9175935
"119","San Joaquin County CA",6077,"Cesarean",2,3158,-121.1710389,37.9175935
"120","San Luis Obispo County CA",6079,"Vaginal",1,1848,-120.4357631,35.3102296
"121","San Luis Obispo County CA",6079,"Cesarean",2,802,-120.4357631,35.3102296
"122","San Mateo County CA",6081,"Vaginal",1,6328,-122.4014193,37.4337342
"123","San Mateo County CA",6081,"Cesarean",2,2496,-122.4014193,37.4337342
"124","Santa Barbara County CA",6083,"Vaginal",1,3943,-119.6982057,34.4208321
"125","Santa Barbara County CA",6083,"Cesarean",2,1812,-119.6982057,34.4208321
"126","Santa Clara County CA",6085,"Vaginal",1,16037,-121.8907041,37.3336581
"127","Santa Clara County CA",6085,"Cesarean",2,7276,-121.8907041,37.3336581
"128","Santa Cruz County CA",6087,"Vaginal",1,2047,-121.9579578,37.0453988
"129","Santa Cruz County CA",6087,"Cesarean",2,824,-121.9579578,37.0453988
"130","Shasta County CA",6089,"Vaginal",1,1386,-121.8474493,40.7908864
"131","Shasta County CA",6089,"Cesarean",2,757,-121.8474493,40.7908864
"132","Solano County CA",6095,"Vaginal",1,3818,-121.9017954,38.3104969
"133","Solano County CA",6095,"Cesarean",2,1441,-121.9017954,38.3104969
"134","Sonoma County CA",6097,"Vaginal",1,3694,-122.9888319,38.5779555
"135","Sonoma County CA",6097,"Cesarean",2,1289,-122.9888319,38.5779555
"136","Stanislaus County CA",6099,"Vaginal",1,5107,-120.9876321,37.5090711
"137","Stanislaus County CA",6099,"Cesarean",2,2472,-120.9876321,37.5090711
"138","Tulare County CA",6107,"Vaginal",1,4921,-118.8596804,36.1341739
"139","Tulare County CA",6107,"Cesarean",2,2732,-118.8596804,36.1341739
"140","Ventura County CA",6111,"Vaginal",1,6990,-119.1390642,34.3704884
"141","Ventura County CA",6111,"Cesarean",2,3456,-119.1390642,34.3704884
"142","Yolo County CA",6113,"Vaginal",1,1852,-121.9017954,38.7646021
"143","Yolo County CA",6113,"Cesarean",2,639,-121.9017954,38.7646021
"144","Unidentified Counties CA",6999,"Vaginal",1,7078,-119.4179324,36.778261
"145","Unidentified Counties CA",6999,"Cesarean",2,3202,-119.4179324,36.778261
"146","Adams County CO",8001,"Vaginal",1,5086,-104.1930918,39.8398269
"147","Adams County CO",8001,"Cesarean",2,1443,-104.1930918,39.8398269
"148","Arapahoe County CO",8005,"Vaginal",1,5522,-104.332644,39.62031
"149","Arapahoe County CO",8005,"Cesarean",2,2154,-104.332644,39.62031
"150","Boulder County CO",8013,"Vaginal",1,2222,-105.5005483,40.1512114
"151","Boulder County CO",8013,"Cesarean",2,693,-105.5005483,40.1512114
"152","Denver County CO",8031,"Vaginal",1,7423,-104.9622498,39.7616189
"153","Denver County CO",8031,"Cesarean",2,2582,-104.9622498,39.7616189
"154","Douglas County CO",8035,"Vaginal",1,2433,-104.9388853,39.2587106
"155","Douglas County CO",8035,"Cesarean",2,1036,-104.9388853,39.2587106
"156","El Paso County CO",8041,"Vaginal",1,7137,-104.4723301,38.9108325
"157","El Paso County CO",8041,"Cesarean",2,2001,-104.4723301,38.9108325
"158","Jefferson County CO",8059,"Vaginal",1,4175,-105.2662931,39.5800298
"159","Jefferson County CO",8059,"Cesarean",2,1650,-105.2662931,39.5800298
"160","Larimer County CO",8069,"Vaginal",1,2342,-105.5943388,40.6955572
"161","Larimer County CO",8069,"Cesarean",2,1031,-105.5943388,40.6955572
"162","Mesa County CO",8077,"Vaginal",1,1435,-108.6175626,38.9585381
"163","Mesa County CO",8077,"Cesarean",2,374,-108.6175626,38.9585381
"164","Pueblo County CO",8101,"Vaginal",1,1420,-104.4723301,38.2528534
"165","Pueblo County CO",8101,"Cesarean",2,436,-104.4723301,38.2528534
"166","Weld County CO",8123,"Vaginal",1,2773,-104.7158226,40.3920718
"167","Weld County CO",8123,"Cesarean",2,1146,-104.7158226,40.3920718
"170","Fairfield County CT",9001,"Vaginal",1,6166,-73.3708696,41.2559654
"171","Fairfield County CT",9001,"Cesarean",2,3859,-73.3708696,41.2559654
"172","Fairfield County CT",9001,"Not Stated",9,27,-73.3708696,41.2559654
"173","Hartford County CT",9003,"Vaginal",1,6121,-72.8042797,41.7924343
"174","Hartford County CT",9003,"Cesarean",2,3127,-72.8042797,41.7924343
"175","Hartford County CT",9003,"Not Stated",9,67,-72.8042797,41.7924343
"176","Litchfield County CT",9005,"Vaginal",1,919,-73.2765361,41.7866294
"177","Litchfield County CT",9005,"Cesarean",2,504,-73.2765361,41.7866294
"178","Middlesex County CT",9007,"Vaginal",1,883,-72.4731529,41.4698505
"179","Middlesex County CT",9007,"Cesarean",2,481,-72.4731529,41.4698505
"180","New Haven County CT",9009,"Vaginal",1,6046,-72.8042797,41.3266911
"181","New Haven County CT",9009,"Cesarean",2,2908,-72.8042797,41.3266911
"182","New Haven County CT",9009,"Not Stated",9,23,-72.8042797,41.3266911
"183","New London County CT",9011,"Vaginal",1,1714,-72.0468164,41.5185189
"184","New London County CT",9011,"Cesarean",2,902,-72.0468164,41.5185189
"185","New London County CT",9011,"Not Stated",9,45,-72.0468164,41.5185189
"186","Tolland County CT",9013,"Vaginal",1,741,-72.3784679,41.8418987
"187","Tolland County CT",9013,"Cesarean",2,336,-72.3784679,41.8418987
"188","Windham County CT",9015,"Vaginal",1,818,-72.0468164,41.8275622
"189","Windham County CT",9015,"Cesarean",2,367,-72.0468164,41.8275622
"190","Windham County CT",9015,"Not Stated",9,13,-72.0468164,41.8275622
"191","Kent County DE",10001,"Vaginal",1,1506,-75.4344727,39.1440612
"192","Kent County DE",10001,"Cesarean",2,617,-75.4344727,39.1440612
"193","New Castle County DE",10003,"Vaginal",1,4411,-75.667356,39.5392979
"194","New Castle County DE",10003,"Cesarean",2,2095,-75.667356,39.5392979
"195","Sussex County DE",10005,"Vaginal",1,1502,-75.4344727,38.6530841
"196","Sussex County DE",10005,"Cesarean",2,699,-75.4344727,38.6530841
"197","District of Columbia DC",11001,"Vaginal",1,6111,-77.0368707,38.9071923
"198","District of Columbia DC",11001,"Cesarean",2,3176,-77.0368707,38.9071923
"199","Alachua County FL",12001,"Vaginal",1,1948,-82.3017728,29.6579549
"200","Alachua County FL",12001,"Cesarean",2,878,-82.3017728,29.6579549
"201","Bay County FL",12005,"Vaginal",1,1559,-85.684578,30.1805306
"202","Bay County FL",12005,"Cesarean",2,681,-85.684578,30.1805306
"203","Brevard County FL",12009,"Vaginal",1,3494,-80.7214417,28.263933
"204","Brevard County FL",12009,"Cesarean",2,1589,-80.7214417,28.263933
"205","Broward County FL",12011,"Vaginal",1,12537,-80.365865,26.190096
"206","Broward County FL",12011,"Cesarean",2,9021,-80.365865,26.190096
"207","Charlotte County FL",12015,"Vaginal",1,652,-81.909826,26.8946009
"208","Charlotte County FL",12015,"Cesarean",2,372,-81.909826,26.8946009
"209","Citrus County FL",12017,"Vaginal",1,720,-82.5185837,28.8848842
"210","Citrus County FL",12017,"Cesarean",2,301,-82.5185837,28.8848842
"211","Clay County FL",12019,"Vaginal",1,1427,-81.7787021,29.9943564
"212","Clay County FL",12019,"Cesarean",2,657,-81.7787021,29.9943564
"213","Collier County FL",12021,"Vaginal",1,1859,-81.4278984,26.069985
"214","Collier County FL",12021,"Cesarean",2,1297,-81.4278984,26.069985
"215","Duval County FL",12031,"Vaginal",1,8328,-81.6035062,30.3500511
"216","Duval County FL",12031,"Cesarean",2,4226,-81.6035062,30.3500511
"217","Duval County FL",12031,"Not Stated",9,24,-81.6035062,30.3500511
"218","Escambia County FL",12033,"Vaginal",1,2609,-87.3413599,30.6389408
"219","Escambia County FL",12033,"Cesarean",2,1202,-87.3413599,30.6389408
"220","Hernando County FL",12053,"Vaginal",1,961,-82.4752757,28.5578826
"221","Hernando County FL",12053,"Cesarean",2,524,-82.4752757,28.5578826
"222","Hillsborough County FL",12057,"Vaginal",1,10643,-82.3017728,27.9903597
"223","Hillsborough County FL",12057,"Cesarean",2,5972,-82.3017728,27.9903597
"224","Hillsborough County FL",12057,"Not Stated",9,10,-82.3017728,27.9903597
"225","Indian River County FL",12061,"Vaginal",1,799,-80.543845,27.6947732
"226","Indian River County FL",12061,"Cesarean",2,421,-80.543845,27.6947732
"227","Lake County FL",12069,"Vaginal",1,1924,-81.7787021,28.702847
"228","Lake County FL",12069,"Cesarean",2,1155,-81.7787021,28.702847
"229","Lee County FL",12071,"Vaginal",1,3972,-81.9534815,26.6630286
"230","Lee County FL",12071,"Cesarean",2,2431,-81.9534815,26.6630286
"231","Leon County FL",12073,"Vaginal",1,2059,-84.1857115,30.4906177
"232","Leon County FL",12073,"Cesarean",2,951,-84.1857115,30.4906177
"233","Manatee County FL",12081,"Vaginal",1,2256,-82.345189,27.4799195
"234","Manatee County FL",12081,"Cesarean",2,1122,-82.345189,27.4799195
"235","Marion County FL",12083,"Vaginal",1,2324,-82.12784,29.2787765
"236","Marion County FL",12083,"Cesarean",2,1016,-82.12784,29.2787765
"237","Martin County FL",12085,"Vaginal",1,818,-80.4103957,27.0804935
"238","Martin County FL",12085,"Cesarean",2,357,-80.4103957,27.0804935
"239","Miami-Dade County FL",12086,"Vaginal",1,15862,-80.1917902,25.7616798
"240","Miami-Dade County FL",12086,"Cesarean",2,15316,-80.1917902,25.7616798
"241","Miami-Dade County FL",12086,"Not Stated",9,11,-80.1917902,25.7616798
"242","Okaloosa County FL",12091,"Vaginal",1,1859,-86.6611083,30.5773401
"243","Okaloosa County FL",12091,"Cesarean",2,904,-86.6611083,30.5773401
"244","Orange County FL",12095,"Vaginal",1,10238,-81.2518833,28.4844995
"245","Orange County FL",12095,"Cesarean",2,5589,-81.2518833,28.4844995
"246","Osceola County FL",12097,"Vaginal",1,2504,-81.0754657,28.1019838
"247","Osceola County FL",12097,"Cesarean",2,1408,-81.0754657,28.1019838
"248","Palm Beach County FL",12099,"Vaginal",1,8635,-80.2767327,26.6514503
"249","Palm Beach County FL",12099,"Cesarean",2,5569,-80.2767327,26.6514503
"250","Pasco County FL",12101,"Vaginal",1,2940,-82.4319405,28.3232418
"251","Pasco County FL",12101,"Cesarean",2,1852,-82.4319405,28.3232418
"252","Pinellas County FL",12103,"Vaginal",1,5752,-82.7778579,27.876394
"253","Pinellas County FL",12103,"Cesarean",2,2828,-82.7778579,27.876394
"254","Polk County FL",12105,"Vaginal",1,4896,-81.6911559,27.8617347
"255","Polk County FL",12105,"Cesarean",2,2361,-81.6911559,27.8617347
"256","St. Johns County FL",12109,"Vaginal",1,1335,-81.4278984,29.9719419
"257","St. Johns County FL",12109,"Cesarean",2,656,-81.4278984,29.9719419
"258","St. Lucie County FL",12111,"Vaginal",1,1785,-80.543845,27.3225563
"259","St. Lucie County FL",12111,"Cesarean",2,1205,-80.543845,27.3225563
"260","Santa Rosa County FL",12113,"Vaginal",1,1237,-86.9824288,30.7689907
"261","Santa Rosa County FL",12113,"Cesarean",2,562,-86.9824288,30.7689907
"262","Sarasota County FL",12115,"Vaginal",1,1795,-82.345189,27.1995986
"263","Sarasota County FL",12115,"Cesarean",2,1009,-82.345189,27.1995986
"264","Seminole County FL",12117,"Vaginal",1,2809,-81.2078164,28.7131688
"265","Seminole County FL",12117,"Cesarean",2,1613,-81.2078164,28.7131688
"266","Volusia County FL",12127,"Vaginal",1,2944,-81.0754657,29.0279842
"267","Volusia County FL",12127,"Cesarean",2,1691,-81.0754657,29.0279842
"268","Unidentified Counties FL",12999,"Vaginal",1,8582,-81.5157535,27.6648274
"269","Unidentified Counties FL",12999,"Cesarean",2,4501,-81.5157535,27.6648274
"270","Bibb County GA",13021,"Vaginal",1,1561,-83.7199136,32.7865735
"271","Bibb County GA",13021,"Cesarean",2,769,-83.7199136,32.7865735
"272","Chatham County GA",13051,"Vaginal",1,2408,-81.1196075,31.9994194
"273","Chatham County GA",13051,"Cesarean",2,1482,-81.1196075,31.9994194
"274","Cherokee County GA",13057,"Vaginal",1,1786,-84.4802606,34.2514526
"275","Cherokee County GA",13057,"Cesarean",2,937,-84.4802606,34.2514526
"276","Clarke County GA",13059,"Vaginal",1,966,-83.357567,33.9519347
"277","Clarke County GA",13059,"Cesarean",2,424,-83.357567,33.9519347
"278","Clayton County GA",13063,"Vaginal",1,2503,-84.375233,33.5571944
"279","Clayton County GA",13063,"Cesarean",2,1093,-84.375233,33.5571944
"280","Clayton County GA",13063,"Not Stated",9,12,-84.375233,33.5571944
"281","Cobb County GA",13067,"Vaginal",1,6020,-84.564147,33.8999297
"282","Cobb County GA",13067,"Cesarean",2,3304,-84.564147,33.8999297
"283","DeKalb County GA",13089,"Vaginal",1,7070,-84.2278796,33.7956441
"284","DeKalb County GA",13089,"Cesarean",2,3735,-84.2278796,33.7956441
"285","DeKalb County GA",13089,"Not Stated",9,23,-84.2278796,33.7956441
"286","Fulton County GA",13121,"Vaginal",1,8642,-84.3962535,33.8033965
"287","Fulton County GA",13121,"Cesarean",2,4505,-84.3962535,33.8033965
"288","Fulton County GA",13121,"Not Stated",9,42,-84.3962535,33.8033965
"289","Gwinnett County GA",13135,"Vaginal",1,7434,-84.0167423,33.9190653
"290","Gwinnett County GA",13135,"Cesarean",2,3662,-84.0167423,33.9190653
"291","Hall County GA",13139,"Vaginal",1,1726,-83.804868,34.30778
"292","Hall County GA",13139,"Cesarean",2,740,-83.804868,34.30778
"293","Henry County GA",13151,"Vaginal",1,1680,-84.1435136,33.4347963
"294","Henry County GA",13151,"Cesarean",2,835,-84.1435136,33.4347963
"295","Houston County GA",13153,"Vaginal",1,1273,-83.634843,32.4219655
"296","Houston County GA",13153,"Cesarean",2,717,-83.634843,32.4219655
"297","Muscogee County GA",13215,"Vaginal",1,2165,-84.8984775,32.4794133
"298","Muscogee County GA",13215,"Cesarean",2,1030,-84.8984775,32.4794133
"299","Muscogee County GA",13215,"Not Stated",9,14,-84.8984775,32.4794133
"300","Richmond County GA",13245,"Vaginal",1,2211,-82.0842901,33.3205339
"301","Richmond County GA",13245,"Cesarean",2,1086,-82.0842901,33.3205339
"302","Unidentified Counties GA",13999,"Vaginal",1,37144,-82.9000751,32.1656221
"303","Unidentified Counties GA",13999,"Cesarean",2,19601,-82.9000751,32.1656221
"304","Unidentified Counties GA",13999,"Not Stated",9,109,-82.9000751,32.1656221
"305","Hawaii County HI",15001,"Vaginal",1,1614,-155.6658568,19.5429151
"306","Hawaii County HI",15001,"Cesarean",2,780,-155.6658568,19.5429151
"307","Hawaii County HI",15001,"Not Stated",9,22,-155.6658568,19.5429151
"308","Honolulu County HI",15003,"Vaginal",1,10411,-157.8584319,21.3069857
"309","Honolulu County HI",15003,"Cesarean",2,3123,-157.8584319,21.3069857
"310","Honolulu County HI",15003,"Not Stated",9,105,-157.8584319,21.3069857
"311","Maui County HI",15009,"Vaginal",1,1446,-156.3319253,20.7983626
"312","Maui County HI",15009,"Cesarean",2,604,-156.3319253,20.7983626
"313","Maui County HI",15009,"Not Stated",9,10,-156.3319253,20.7983626
"317","Ada County ID",16001,"Vaginal",1,3690,-116.2420304,43.478767
"318","Ada County ID",16001,"Cesarean",2,1291,-116.2420304,43.478767
"319","Canyon County ID",16027,"Vaginal",1,2309,-116.6865435,43.6779581
"320","Canyon County ID",16027,"Cesarean",2,781,-116.6865435,43.6779581
"321","Kootenai County ID",16055,"Vaginal",1,1287,-116.6222056,47.7568407
"322","Kootenai County ID",16055,"Cesarean",2,423,-116.6222056,47.7568407
"325","Champaign County IL",17019,"Vaginal",1,1528,-88.2461183,40.2138865
"326","Champaign County IL",17019,"Cesarean",2,840,-88.2461183,40.2138865
"327","Champaign County IL",17019,"Not Stated",9,18,-88.2461183,40.2138865
"328","Cook County IL",17031,"Vaginal",1,47848,-87.697554,41.7376587
"329","Cook County IL",17031,"Cesarean",2,20834,-87.697554,41.7376587
"330","Cook County IL",17031,"Not Stated",9,248,-87.697554,41.7376587
"331","DuPage County IL",17043,"Vaginal",1,7040,-88.0900762,41.8243831
"332","DuPage County IL",17043,"Cesarean",2,3516,-88.0900762,41.8243831
"333","DuPage County IL",17043,"Not Stated",9,36,-88.0900762,41.8243831
"334","Kane County IL",17089,"Vaginal",1,4474,-88.4016041,41.987884
"335","Kane County IL",17089,"Cesarean",2,2289,-88.4016041,41.987884
"336","Kankakee County IL",17091,"Vaginal",1,952,-87.7763333,41.1790977
"337","Kankakee County IL",17091,"Cesarean",2,404,-87.7763333,41.1790977
"338","Lake County IL",17097,"Vaginal",1,5298,-87.8271534,42.3689363
"339","Lake County IL",17097,"Cesarean",2,2548,-87.8271534,42.3689363
"340","La Salle County IL",17099,"Vaginal",1,774,-88.9413865,41.4363987
"341","La Salle County IL",17099,"Cesarean",2,357,-88.9413865,41.4363987
